	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT3G12840	6.930042782	4.352394603	3.252436395	5.529250131	4.661936043	4.727667448	1.976146438	1.455245108	1.714752539
AT3G12910	-1.995774813	4.508362768	5.935427924	1.475872297	4.090161768	4.984800091	4.369103224	3.555730173	3.910217634
AT3G12930	0.050774448	-0.722156553	-0.761754851	-0.191812562	-1.06725352	-0.361288924	0.037076938	-1.11421305	-0.512124222
AT3G13080	0.509120741	1.90960691	1.336213163	0.471595971	1.817086036	1.145509894	0.464185286	0.547697443	0.844777466
AT3G13100	0.017222626	1.126718638	1.21768265	-0.256382442	1.427354659	1.582889334	-0.102672323	1.06199784	1.899509678
AT3G13120	-0.093588242	-0.571202903	-0.900445508	-0.004212003	-0.925943913	-0.945475953	0.029865826	-1.11661454	-0.852638689
AT3G13130	-0.798847751	-0.000779397	2.793974019	0.8662473	0.693049262	4.011923815	-0.644966269	1.427369837	5.348285275
AT3G13277	0.364764215	0.556268881	-0.586452723	0.078955572	0.258421679	-0.204929098	-0.420606799	1.281993974	0.304053484
AT3G13310	-0.177640937	0.907052127	1.940696295	0.116107276	1.785932812	1.612253437	0.087076041	1.669606352	1.652408453
AT3G13330	0.336043411	1.025634656	1.225764972	0.440894224	1.277577664	1.154767082	0.3775259	1.079330123	0.962148616
AT3G13380	0.215357766	1.651991366	1.75751228	0.535018828	2.034017301	1.867180022	0.733815553	1.907066119	1.635718274
AT3G13404	-0.676622055	-0.868677237	-0.951471272	-0.914796931	-1.229308535	-1.37814598	-0.450822399	-1.996611487	-1.525079949
AT3G13430	-0.015155089	1.430095192	0.898002802	0.116959232	1.547159479	0.852458708	0.250252436	1.569006178	0.603795538
AT3G13432	1.09282056	1.6683175	1.507016288	1.118540054	1.609998673	1.671028081	1.865841573	1.393857602	1.708526442
AT3G13433	0	4.572111652	8.109338846	0.922029509	9.381275558	6.401491847	2.889027276	5.912111788	6.600685983
AT3G13520	0.079277468	-0.818198266	0.38247445	-0.080676642	-0.299220653	0.479086691	0.238794997	0.324323782	1.02329433
AT3G13590	0.358980784	0.314555633	0.118366783	-0.426818217	0.257358409	1.588063929	0.056945839	0.511240597	1.496911637
AT3G13600	-1.012160192	0.563510978	-0.146827707	-1.037649501	0.465936231	-0.225163677	-0.95484473	-0.015787836	-0.403273189
AT3G13610	-0.252657986	0.31525179	0.602506	-0.082567504	0.706822923	0.621356495	-0.012793026	0.831795806	1.276553043
AT3G13640	1.167664356	-0.046477471	-0.08176973	1.201723944	-0.783292593	-0.26695809	0.777642384	0.634901434	-0.01149447
AT3G13672	0.120935242	-0.07045667	-1.143491527	-0.093531612	-0.972439387	-1.42720922	0.604328103	-1.908528427	-0.441746703
AT3G13680	1.176104443	1.386547379	2.139761602	1.698584706	1.748012805	2.33869522	-0.438096952	1.809176203	1.579095638
AT3G13750	-0.291639689	-1.045103355	-1.10194619	-0.353019704	-1.215951578	-1.055256674	-0.385740448	-0.976607022	-1.147163854
AT3G13784	-1.076801251	-1.761864383	-0.313935496	-0.672184324	-1.141919097	-0.342746316	0.509241738	-1.142398319	0.941115206
AT3G13790	-0.409881792	1.412882263	1.660233331	-0.345951909	1.623119081	0.702337879	-0.418384255	1.266556707	1.032569978
AT3G13910	-0.18081116	1.458173306	2.052958913	0.035135346	1.756826536	1.723192826	0.351916084	1.504048355	1.439751476
AT3G13950	-0.479175407	5.670492849	5.912568323	-0.758582104	5.450904556	5.535509285	0.267716444	4.787883107	5.982896265
AT3G13960	-0.046481961	-0.776297783	-1.38925416	-0.338378231	0.052124135	0.115635294	-0.135797224	0.106105543	-0.423933993
AT3G13980	-0.325334112	-0.716833212	-1.392792809	0.188180741	-0.396165077	-1.267223516	-0.091042238	-0.331410285	-1.087128603
AT3G14050	0.094347567	1.243054626	1.037069165	0.079338229	2.118985588	1.623950666	0.538655595	1.859082938	0.876291346
AT3G14067	-0.394892319	-1.079710524	-0.427991206	-0.283758241	-0.942645263	-0.809545682	-0.484205666	-0.807922847	-0.705793222
AT3G14075	0.600528599	0.269958621	0.287844673	1.018807566	0.756634087	0.451336584	0.37545336	0.498596815	0.210206293
AT3G14090	0.270765465	0.760010847	0.733929418	0.448492305	1.194596044	0.743499058	0.328508069	1.039468554	0.615388115
AT3G14150	0.098399944	-0.434517377	-1.163972639	-0.253550977	-0.737140214	-0.938127794	-0.123872651	-0.770735465	-0.633019013
AT3G14210	-0.596615047	-1.752661415	-1.509631883	-1.252590613	-2.372463768	-0.44177443	-1.441449515	-2.915293225	-0.203592522
AT3G14225	-1.347448221	4.163451026	3.780289316	-1.827054246	4.016350413	1.247538516	-1.548185993	3.827682372	0.722044587
AT3G14280	0.182900392	0.192597936	1.24149798	0.086762413	-0.078447029	0.334083119	0.102009113	-0.008517642	0.700717033
AT3G14310	-0.413406871	-0.48742648	-0.533523535	-0.466442857	-0.887391428	-0.720138943	-0.46042458	-1.205195363	-0.687905157
AT3G14330	-0.04370874	-0.866562079	-0.76626896	-0.024693229	-1.16671768	-0.518048293	-0.071451326	-1.175222688	-0.50513085
AT3G14362	0.09387595	0.110027273	0.042082309	0.151040738	0.9517218	1.982426587	0.22224482	0.909901499	0.45279063
AT3G14370	-0.593261681	-0.82046473	-0.337167714	-0.615419227	-1.5413041	-0.871341837	-0.593777205	-0.971038141	-1.40161399
AT3G14415	-0.024009681	-0.924680937	-0.993184124	-0.159724409	-1.20096232	-1.095229409	0.117705406	-1.538391024	-0.866722765
AT3G14420	0.008393986	-1.139773991	-1.081139779	-0.264041717	-1.450595617	-1.170302294	0.143335162	-1.865754893	-0.958880139
AT3G14430	0.440939498	0.846580418	0.694868139	0.150583489	1.564214671	0.733594069	0.374083291	1.68083819	0.286724576
AT3G14440	-1.066737749	-0.413021458	0.285484542	-0.338233625	1.597572604	0.963992875	-0.256635428	1.766157483	0.790614669
AT3G14450	0.327909822	-1.0219766	-0.350384122	0.500427554	-0.639844461	-0.496916448	0.399097427	-0.852406236	-0.159442278
AT3G14460	-0.486544561	0.075581291	0.618155452	-0.109689198	0.428581756	1.140023865	-0.416353612	-0.600292896	0.93926682
AT3G14470	0.042042772	0.616565377	0.808756091	0.073904692	1.07880004	0.876445616	-0.038042262	0.758014795	0.501995844
AT3G14530	-0.553000951	-1.22926027	-0.677730977	-0.549237928	-1.624595878	-1.2649585	-0.637954501	-0.651293613	-1.413022901
AT3G14540	-0.438139662	-0.865997662	-0.286317901	-0.521793627	-1.594533431	-0.756327955	-0.644309484	-0.893556063	-1.672916197
AT3G14550	-0.504493001	-1.02009149	-0.341215218	-0.249559078	-1.267943186	-1.122403405	-0.294572775	-0.691546969	-1.225469906
AT3G14570	0.387744037	0.338023077	0.175456155	0.703632956	0.915875998	0.781884394	0.912705434	1.382745234	0.975741081
AT3G14620	0.068122237	2.316599401	2.755242745	0.555027761	2.438421061	2.146423467	0.151528094	1.472929348	1.20238961
AT3G14650	-0.201777963	-0.80311068	-0.913226745	-0.216438664	-1.2957378	-0.88685057	-0.248625951	-1.485004907	-0.561221908
AT3G14700	-0.18341358	0.841524951	1.584858599	-0.062052693	1.024662307	2.161322373	0.548804055	1.465496298	2.247593856
AT3G14770	0.118047114	-0.606044035	0.330003311	-0.231440467	-1.249131008	-0.259763149	-0.272439395	-1.208664297	0.14526635
AT3G14780	0.403697202	0.606120978	0.196468631	0.514358465	0.501759376	0.951840052	0.654932897	1.224007371	0.798867968
AT3G14810	0.751106437	-1.440905414	-0.472758501	1.274287424	-1.220481109	-0.789382615	0.860920435	-1.593128069	-0.338791364
AT3G14840	-0.197109513	1.202674262	0.578948577	-0.199094558	1.122985778	0.540929027	-0.258118051	0.841067242	0.427614792
AT3G14850	-0.386049057	-0.172026315	0.077304495	-0.510702589	-1.191190191	-1.191538273	-0.099826241	-1.194012864	-0.48041929
AT3G14910	0.157914169	0.734130407	0.493885649	0.308307568	0.852768001	0.456554223	0.060849886	1.079442237	0.5240238
AT3G14930	-0.10699179	-0.689769811	-0.966853733	-0.430091292	-0.820969615	-0.700448372	-0.00952807	-1.092256663	-0.675594618
AT3G14940	-0.095926771	-0.400103931	-0.751348759	0.078494219	-0.883451046	-0.734999489	-0.034920216	-1.129516491	-0.167917127
AT3G14990	0.182169925	0.972601406	0.525520632	-0.050450495	1.098925001	0.426881026	0.684744574	1.044020269	0.416692753
AT3G15050	-0.373335677	-0.412574959	-0.190463813	-0.413866753	-1.387724357	-0.742650885	0.369150989	-1.025179175	-1.26685807
AT3G15095	-0.074076585	-0.877167057	-1.063434905	0.15736197	-1.023050955	-0.784084353	-0.104748762	-0.78213764	-0.670591419
AT3G15110	-0.214007027	-0.746198626	-0.852626432	-0.264990401	-0.888404773	-0.679606597	-0.065778591	-1.21500536	-0.597343232
AT3G15115	-0.360186704	-0.776381626	-0.653774211	-0.461073418	-1.561854535	-1.107138735	-0.414457745	-1.567180749	-0.509479912
AT3G15190	-0.021610014	-0.544574713	-0.999505906	-0.118515759	-0.524289101	-1.021842214	0.162202952	-0.875535431	-1.062985352
AT3G15240	-0.414604011	-0.977369889	-0.101590452	-0.423683285	-1.385988343	-0.563603841	-0.969187679	-0.698660051	-0.562580153
AT3G15260	0.335571431	0.947570298	0.668853786	0.536420415	1.015416188	0.467588602	0.229818481	0.716110399	0.742226979
AT3G15340	-0.103221203	1.475524518	1.321254405	-0.002720031	1.386351636	1.022752854	-0.611259385	1.496473791	0.859464858
AT3G15352	0.269120995	0.404759577	1.221078055	0.102686988	0.577350748	0.902913834	0.243559332	0.397387293	0.593257417
AT3G15354	-0.047089375	-0.731750859	-0.024946843	-0.256141783	-0.95628028	-0.271022961	-0.113653313	-1.120034383	-0.164309645
AT3G15355	0.144900317	1.214994446	1.069960994	0.202562279	1.332871291	0.975587125	0.152186812	1.258036805	0.737897365
AT3G15356	-0.613966788	2.001769809	0.580184329	-1.301091663	1.783100708	-0.606512801	-0.219933523	0.746718061	-0.66003085
AT3G15357	-0.467193662	-1.023991229	-0.300169247	-0.653378292	-1.097998617	-0.523366953	-0.534227728	-1.413456621	-0.922438435
AT3G15360	-0.076796879	-0.619712359	-1.132611743	0.070948933	-0.620918807	-1.209692276	0.159802597	-1.091471827	-1.047673173
AT3G15370	-0.104756041	0.347654613	-0.509171924	1.610419586	0.896488891	1.301829994	1.587204138	1.114508997	-0.015410885
AT3G15420	0.761738841	1.259474169	0.313037264	0.451056528	0.835344295	0.712488025	-0.010238914	1.059210115	0.775665856
AT3G15430	0.974254885	1.150155071	1.243385968	1.489139496	2.121428055	1.774795703	0.82744942	1.789580692	1.102919922
AT3G15450	-1.163620796	0.29447886	-0.817360143	-0.485898917	1.094880435	0.053136664	-0.783047197	2.385705403	-1.161876186
AT3G15500	-0.852792919	0.443172429	2.577976341	0.740814271	2.299182262	3.265402228	0.600261899	2.348682857	1.824673621
AT3G15510	0.059934183	0.699856015	1.487178474	0.217815142	0.869348216	0.296224457	-0.200630144	0.636114422	0.573548281
AT3G15518	-0.616089973	3.901257496	3.11376629	-0.707239169	4.322926573	2.324435168	-0.340607818	2.561041863	1.543320407
AT3G15520	0.120066601	-0.302407048	-1.603875094	-0.139807057	-0.87207247	-1.400274124	-0.036226072	-0.960435238	-1.108965724
AT3G15534	-0.723280501	0.514775333	2.531191339	0.158235605	1.26070197	2.772030328	-0.510456889	1.180879485	2.040678056
AT3G15536	-2.570876212	5.316198387	7.618051129	-2.716281952	5.398624118	4.972561138	-0.281658558	1.113552738	4.675987189
AT3G15540	0.753017119	1.62168862	0.455664971	0.964853843	1.663713207	-0.053182516	0.687186933	2.090967096	-0.44246504
AT3G15570	-0.316902603	-1.340508332	-1.812696011	-0.237042643	-2.185174708	-1.297196092	-0.380512695	-1.98323797	-0.751168733
AT3G15580	0.28748202	0.45738267	0.662739533	0.003380751	1.090613918	0.651675723	0.437263926	1.151752431	0.484660047
AT3G15630	-0.512321516	0.427757822	-0.69153234	-0.495144578	0.890523933	-0.287703701	-0.321245958	1.021899814	-0.73317934
AT3G15650	0.068753935	-0.808899427	-0.864153753	0.168041579	-0.861570014	0.180714536	0.121009765	-1.082392327	0.667124727
AT3G15680	-0.370731245	-1.082160421	-0.783212522	-0.694322407	-0.845400556	-0.262371044	-0.185075254	-0.483924279	-0.692035433
AT3G15700	-0.796893096	0.201502655	-0.137993295	0.028235012	-1.754669798	-1.334917476	-0.924741945	-0.939979767	-0.7475536
AT3G15720	-0.175836138	-1.340363416	-1.46007555	-0.620358927	-1.542086415	-1.286526756	-0.655617815	-2.088620891	-1.084906756
AT3G15750	-0.102113015	-0.58240846	-1.338262648	-0.039185121	0.056467499	-0.887291259	-0.369268267	0.287026311	-0.17992289
AT3G15760	-0.915427182	1.730167499	0.350088236	-0.719983238	1.560898439	-0.221982116	0.006697395	0.438137427	-0.063656823
AT3G15770	0.90631751	2.165226883	1.140652335	1.287866315	2.142489028	1.030252275	1.066598446	2.105710331	1.268492529
AT3G15800	-0.035862941	-0.237233291	0.054106265	-0.448055677	0.098186627	1.164279958	0.295719076	0.230244024	0.847033017
AT3G15850	-0.228939404	-0.897322503	-0.811273832	-0.451328254	-1.54721952	-0.986177761	-0.227109889	-2.139187266	-0.639508478
AT3G15900	-0.325118322	-0.840889159	-1.012782724	-0.315598632	-1.306537116	-0.988767503	-0.211827057	-1.44592481	-0.534295799
AT3G15950	-0.864841608	-0.575950789	-0.240010691	-1.0324765	-0.998885895	-0.964584513	-0.858260849	-1.186291025	-0.617895224
AT3G15980	2.801208184	2.093257002	1.779355589	3.840073868	3.72494392	2.586873836	1.502475491	2.951194119	1.480126476
AT3G16000	-0.042874472	-0.626362885	-0.976803042	0.050305649	-0.921447554	-0.681590189	0.011200762	-1.056698629	-0.383964676
AT3G16030	-0.449949317	1.664749753	1.183651433	-0.594761934	1.615876087	0.310977604	-0.600242413	0.858539884	0.687411726
AT3G16140	-0.325181438	-0.732732446	-1.35392181	-0.176879383	-0.82390724	-1.596826158	-0.007115359	-1.195643853	-1.166520181
AT3G16150	0.507455358	-0.411363478	0.562310714	0.235134344	-0.0902994	1.012423547	0.423140078	0.262904753	1.002141467
AT3G16175	-0.344684463	-0.980668085	-0.274570574	-0.128967371	-1.211320663	-1.237137867	-0.282695189	-2.18711221	-0.716262478
AT3G16180	-0.256573506	-0.825089468	-0.805227704	-0.269228268	-1.097421547	-0.952746446	-0.34779309	-1.334498703	-0.425939349
AT3G16240	-0.859863555	-1.45102557	-1.781300778	-0.887964709	-1.565802568	-1.75279876	-1.056670352	-1.99034157	-1.423982462
AT3G16250	-0.199272327	-1.344174354	-1.758333572	-0.530264888	-1.895174958	-1.589638172	-0.404505072	-2.122536877	-1.224336598
AT3G16280	0.071908768	-0.843729668	-0.346317556	0.064912962	-1.128518009	-0.842761164	-0.31664109	-0.622173724	-0.087577937
AT3G16330	0.220548627	0.731283886	2.986769064	0.326835745	1.907016272	2.802068206	0.550767679	2.118378482	2.403336326
AT3G16360	0.177873864	-0.306508137	-1.106699439	0.724801026	-0.993059825	-0.362501135	0.277925248	-0.317582668	-0.661668979
AT3G16370	-0.687601358	-1.123174166	-1.56987019	-0.926283337	-2.00454796	-1.571093538	-1.269632148	-2.363042947	-1.110751186
AT3G16380	-0.070508467	-1.736622253	-1.480162181	-0.337873496	-1.362544001	-1.232589232	-0.273155488	-1.424361735	-0.839654827
AT3G16390	-0.499547893	-2.156376696	-0.678854817	-0.004662854	-3.277083853	-2.021156419	0.182656551	-2.968173076	-1.50550907
AT3G16400	-0.388321503	-0.997820168	0.061034531	-0.223009527	-1.028609953	-1.083802346	0.066904461	-1.154317785	-0.827470217
AT3G16410	-0.238846836	-0.535344478	-0.152247873	-0.367917542	-1.580665551	-0.848074512	-0.564924961	-0.353392491	-1.069650604
AT3G16420	-0.338916975	-0.664523451	-0.554046738	-0.264938785	-1.007489877	-1.200858037	0.173684529	-1.263585435	-1.041927415
AT3G16440	-0.048488859	-0.538704478	-0.717124428	0.009183458	-1.518043298	-1.412066268	-0.455719714	-0.187321591	-1.019697035
AT3G16450	-0.336835617	-0.733146294	0.087560019	-0.178220146	-0.644985697	-1.138226099	0.227563329	-0.736708053	-0.649569606
AT3G16460	-0.295357458	-0.628926255	-0.170476219	-0.148894408	-0.76019745	-1.022844981	0.08901323	-0.838415118	-0.822136571
AT3G16510	-0.082753377	1.173360469	1.50608886	0.39008621	1.60690142	1.017198342	0.191705903	1.316907225	0.789427841
AT3G16530	-0.440372108	2.178013071	1.308656398	-0.672919749	2.068852478	0.272119975	0.368699978	1.908093256	0.293887738
AT3G16560	0.16550151	-0.522578825	-0.698387837	-0.173812215	-0.794379149	-0.682780218	0.118820906	-1.200591995	-0.50716903
AT3G16565	-0.293274416	1.509663705	1.02961458	0.043841246	1.427727112	0.787523902	-0.173852238	1.059385267	0.575935364
AT3G16570	-0.214957925	-1.000044308	-0.330688671	-0.15933124	-0.940228082	-0.868835583	-0.049753407	-1.591558056	-0.471176685
AT3G16660	-2.703395307	-1.222405168	-0.424240701	-3.419644373	-1.250221312	-0.955423644	-3.178251952	-0.639349873	-0.294814879
AT3G16670	-3.724818411	-2.918835923	-3.19016268	-4.925200834	-3.852708614	-5.040455414	-3.579413124	-3.304190061	-2.973073765
AT3G16690	-0.000439533	-0.807217213	-0.366776046	-0.370215959	-0.722523878	-1.237848733	-0.137893784	-0.853166557	-1.114470527
AT3G16720	-0.219952972	1.379274293	0.34498797	0.212539538	0.933508197	0.300449133	-0.051069926	0.295648966	0.078063255
AT3G16785	0.318671662	1.094277507	0.743168995	0.287153458	1.178400101	0.720268367	0.283962392	1.209347498	0.651889951
AT3G16860	-0.078218276	1.294984368	1.896331436	0.168434549	2.104764267	1.443340971	0.501339649	1.998683559	1.589625316
AT3G16920	-0.632737533	-0.696802205	-0.583416398	-0.402885085	-0.577773061	-0.921485608	-0.082053412	-0.161902403	-1.226396501
AT3G16990	1.528861931	1.88972418	1.70941654	1.382680826	2.149465419	1.116349664	1.511535177	1.875148911	1.058243871
AT3G17000	1.74398754	1.572789663	1.482583913	1.940121054	1.613671988	0.894738695	1.627498875	1.894515996	1.059091721
AT3G17120	-0.204936951	-0.838646412	-0.582910265	-0.149596746	-1.098017266	-0.628670739	-0.070672683	-1.139909293	-0.338339271
AT3G17130	-0.885509967	-1.323139463	-0.259413316	-0.731958916	-0.62445936	-0.805722698	-0.538262119	-1.163718677	-0.705109073
AT3G17170	-0.276335305	-0.822709339	-0.586482305	-0.199224338	-1.226625012	-0.481226971	-0.213508956	-1.417911935	-0.670452311
AT3G17185	0.059079879	-0.715401981	-0.401879081	-0.026216413	-1.190932058	-0.560565239	0.000882837	-1.192947882	-0.497175106
AT3G17380	0.361444031	-0.187315369	0.048393486	0.236683249	0.126979574	1.22511575	0.157144211	0.692874696	0.904044886
AT3G17410	-0.153185476	1.191244996	0.951113902	-0.17575112	1.481575475	0.798867323	-0.024273045	1.27997315	0.504706213
AT3G17510	-0.210548727	-0.523636152	-0.066168464	-0.317817962	-0.784964291	-0.304247489	-0.08381093	-1.070492088	-0.312832432
AT3G17580	-0.262152978	-0.614630643	-0.644365088	-0.922023404	-1.619176839	-1.624077473	-0.816119629	-0.829209498	-1.213836278
AT3G17600	-0.813619294	0.472460002	-0.058665166	-1.246328917	-1.728501303	-1.823644588	-1.018503276	-0.961422123	-1.067975516
AT3G17609	-0.268426052	0.270352352	1.284219257	-0.368841805	0.181105106	0.337597881	-0.324710031	-0.215277885	0.118380645
AT3G17611	0.409784938	0.610933789	0.564449047	0.866658494	1.249583809	0.510981316	0.213974721	0.979515283	0.194744281
AT3G17640	-0.51991366	-1.002426906	-1.399856803	-0.149947161	-1.74906121	-1.171678828	-0.609053191	-1.340883756	-1.234949291
AT3G17690	2.797373537	4.047251645	3.262884995	2.425676337	4.197559273	4.564892106	2.667278303	4.859134623	4.774299374
AT3G17700	0.100503325	2.635041486	1.910009343	0.254363597	2.634284566	1.769280647	-0.347749897	2.124294778	1.635120313
AT3G17710	0.067559664	0.616195014	0.619780525	0.013849734	1.031260135	0.303083846	0.329856666	0.865123514	0.34882293
AT3G17790	0.12008998	-0.10944586	0.039811842	0.306587511	-0.65890649	-0.282380568	-0.085324545	-1.128474675	-0.247106833
AT3G17830	-0.029439986	-0.886521668	-0.446604448	-0.198267693	-1.024972956	-0.026996546	-0.252714659	-1.222283212	-0.447604657
AT3G17840	-0.340762641	-1.040919198	-0.488299641	-0.494213261	-0.892295576	-0.354794161	-0.442527853	-1.011508525	-0.665299922
AT3G17930	-0.217117762	-0.845876531	-0.653536425	-0.003758163	-1.282752241	-0.8089521	-0.169195776	-1.680254276	-0.462962354
AT3G18010	-0.077023135	-0.546786976	-0.605176472	-0.323378374	-1.19459451	-0.024861864	-0.011362183	-0.702082792	-0.915563829
AT3G18050	-0.475599534	-0.883715079	-1.601542308	-0.272275859	-1.486141389	-1.146324947	-0.558702135	-1.68211384	-0.961790421
AT3G18070	0.017862068	-0.622485604	-0.801485736	0.120529182	-0.795365314	-1.273772603	-0.21800767	-0.728816867	-0.763441707
AT3G18080	-0.595865478	-0.78573154	-1.770296886	-0.830375831	-1.128929974	-0.778573215	-1.207471787	-1.399984726	-1.265229954
AT3G18090	0.125350743	-0.948988928	-1.239760165	-0.24069439	-1.024868985	-0.591650357	-0.14600774	-0.919854901	-0.742846598
AT3G18110	0.128609219	-0.897891131	-0.981626232	0.082056318	-1.062805912	-0.392611202	0.038594461	-1.118774385	-0.554496042
AT3G18170	-0.551673872	-0.438073924	-0.687524074	-0.422071266	-1.366343115	-1.762068561	-0.097993417	-1.692678642	-1.340037686
AT3G18200	-2.001541175	-0.748280476	-0.575517227	-1.913650325	-2.138194943	-3.504365955	-1.51438208	-0.591016104	-2.196109473
AT3G18217	-1.190241784	-0.9635754	-0.636904369	-0.743914119	-2.523489402	-1.307245464	-1.803855037	-3.112115205	-0.56065834
AT3G18250	-0.314367862	4.817124305	5.118500527	-0.912321139	5.403782122	4.030465517	-0.284795546	4.685068814	3.447204008
AT3G18260	0.25981419	0.831600753	0.944373699	-0.140881824	0.153449275	1.461997478	-0.143213374	0.627609163	1.594314942
AT3G18320	0.139836658	-0.650917568	-0.950203921	-0.057153648	-1.218820537	-1.116125906	-0.451049075	-0.940345717	-0.381109946
AT3G18390	-0.145752223	-0.74072221	-0.747370744	-0.054470607	-1.096699344	-0.653325308	-0.092855566	-1.126135511	-0.548166312
AT3G18450	-2.56815823	-2.651901626	-0.791537791	-1.928244812	-5.525282699	-2.920055928	-1.994699374	-5.191785622	-2.433920978
AT3G18480	0.376249922	0.664904654	0.696937243	0.602428683	0.953601822	0.7580874	0.384240325	1.192979067	0.601950357
AT3G18500	0.036882934	-0.35755754	-1.143029525	0.217974928	-0.846208406	-0.748039013	-0.072298849	-0.839347176	-0.644065008
AT3G18680	-0.093289202	-0.672895858	-0.565109484	-0.065827916	-0.993282871	-0.443124726	-0.167088652	-1.063769049	-0.620337678
AT3G18690	-0.336623256	1.288985118	0.925719726	0.246153	1.492295938	0.636253493	0.079244939	0.983093687	0.228240853
AT3G18710	0.064822056	1.028675643	-0.477622273	-0.329147602	0.920721719	-0.974521451	-0.188316417	0.487436077	-0.548664169
AT3G18750	1.200634065	0.058445679	0.179503492	0.768636417	-0.278026156	0.054146887	0.810021342	0.32500358	0.213254414
AT3G18770	0.554475089	1.024746571	1.08219212	0.912304508	1.676774217	1.427395731	0.654768093	1.677501322	0.961819106
AT3G18773	-0.418046058	-0.860782342	-1.013638257	-0.978543097	-1.276056826	-1.726381004	-0.629298759	-0.84726597	-1.18334944
AT3G18800	-0.528432811	-1.033591683	-0.484226522	-0.255597596	-1.268591552	-0.469792042	-0.325407642	-0.960331018	-0.834096588
AT3G18870	0.002848554	-1.035895176	-0.984281173	0.156670753	-1.264349755	-0.75647995	-0.336517135	-1.555396941	-0.656052833
AT3G18890	-0.114924431	-0.725575896	-1.278808705	0.047645458	-1.237269549	-1.470077605	-0.041904366	-1.56418362	-0.84671931
AT3G18900	0.013005434	-0.783315062	-1.326399226	-0.287089167	-1.335689214	-1.428647687	0.215934156	-1.083451925	-0.72920664
AT3G18950	-0.051170818	-0.285262734	2.086823816	0.346557027	0.922135867	2.23481082	-0.137287614	1.055471321	1.754977208
AT3G19000	-0.272726286	-0.973202176	-0.755960911	-0.060502395	-1.18839351	-0.876327536	-0.174468836	-1.582321649	-1.012292096
AT3G19010	-0.030612459	2.562640435	1.57275691	0.0317543	2.432924394	1.16958885	0.172598032	1.854638406	0.669852594
AT3G19030	-0.735762843	-0.498003227	-0.403178965	-0.317939888	-0.951027814	-1.43475526	-0.558569537	-1.279362719	-1.28534826
AT3G19150	0.240256776	0.208813288	1.030724917	0.630978659	0.7970618	1.070252132	0.22814103	0.801745937	1.000336844
AT3G19184	-0.190451647	-1.298445471	-0.193677835	-0.112211234	-1.64165318	-0.390221802	0.625659979	-0.877396578	0.74957994
AT3G19200	0.161505042	-0.203955425	0.394581722	0.097697693	1.571061323	1.206762217	0.261237052	1.117947579	1.277617952
AT3G19230	-0.263326881	-0.785600614	-1.346067797	-0.747360554	-0.948307328	-1.648425708	-0.172862276	-0.918990104	-0.984155967
AT3G19260	0.219740361	1.746534188	1.133320527	0.00041571	1.611538868	1.140030971	-0.073251831	1.563659219	1.23728397
AT3G19270	0.268153028	-0.601488299	2.009558219	0.319147312	0.624689693	1.626258256	0.712871571	0.482995855	1.065358574
AT3G19320	-1.762847718	-1.415856454	-0.870185484	-1.937225947	-1.846438274	-2.830554784	-1.226807053	-4.658236208	-5.199734807
AT3G19380	-0.309519007	-0.135375232	-0.619162145	-0.204748244	-0.19010072	-1.041861458	0.01580199	-0.650107218	-0.858660271
AT3G19390	1.429923626	0.235749525	-0.134317373	2.354455516	1.056687263	0.314465601	1.211167347	0.535328027	0.08154729
AT3G19430	-1.215577095	-2.567122551	-1.235023284	-1.986005034	-5.616059429	-4.911398035	-1.799783096	-3.575711109	-5.315684369
AT3G19450	-0.421485792	-0.420125332	0.123496196	-0.116168768	-0.638720117	-0.975208025	-0.44351284	-1.081724841	-0.761104074
AT3G19480	-0.063108329	-0.881043546	-1.121836791	-0.053553085	-1.255291425	-1.284126242	0.025763098	-1.541094305	-0.731812808
AT3G19580	0.187643064	1.283954498	1.569708069	0.828858994	1.95300942	1.022991822	0.558518981	1.767133025	1.139918033
AT3G19615	2.299293474	2.695960043	1.963754929	-0.933655828	4.768718086	2.203814986	0	5.237667586	2.17472265
AT3G19620	-1.255071464	-1.589906933	-1.336917922	-1.217350401	-1.356938639	-0.542208591	-0.959464159	-1.592667126	-1.190499561
AT3G19660	0.190605822	0.953614312	1.931239247	-0.384076554	1.753824782	1.260802211	0.29691944	1.729882918	1.415110551
AT3G19720	-0.097846395	-1.089390783	-0.517094046	-0.004158886	-1.265759267	-0.71092083	-0.102838409	-1.472242283	-0.199257432
AT3G19800	-0.158858412	-0.629987869	-1.188581566	-0.377081873	-1.196111028	-1.400864112	-0.01053294	-1.677326178	-1.053021041
AT3G19820	-0.440490197	-1.041815602	-0.926382028	-0.667428291	-1.174511558	-0.895574183	-0.564952525	-1.136254731	-1.09886288
AT3G19850	-0.061586997	0.329921045	-1.48405723	-0.383432288	-1.081639777	-1.227222746	-0.572747991	-1.471664724	-0.380414019
AT3G19930	-0.24367489	1.915720301	1.193572889	-0.219150365	1.474544967	0.085889892	-0.416903293	1.046513876	0.421749704
AT3G19950	0.249655707	0.684196344	0.633548998	0.48509054	1.038793161	0.500634649	0.363451643	1.046314788	0.296559367
AT3G19970	0.303821237	0.109203681	1.443997422	0.176904841	0.457505793	1.717973859	0.207870461	0.850551133	1.320528877
AT3G19990	0.203251918	0.815843629	1.198099566	0.43939599	1.116948271	0.96378927	0.411938151	1.293247294	0.761915127
